what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1374927408025
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1374927408025
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1374927408025
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1374927408028
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1374927408032
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1374927408032
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1374927408032
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1374927408032
started,bundle,org.eclipse.equinox.p2.director,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.director",1374927408033
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1374927408033
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1374927408033
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1374927408033
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1374927408033
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1374927408034
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1374927408034
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1374927408034
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1374927408034
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1374927408034
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1374927408034
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1374927408034
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1374927408034
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1374927408035
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1374927408035
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1374927408035
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1374927408035
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1374927408035
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1374927408035
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1374927408035
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1374927408035
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1374927408035
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1374927408035
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1374927408035
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1374927408036
started,bundle,org.eclipse.linuxtools.cdt.autotools,2.0.0.201009101021,"org.eclipse.linuxtools.cdt.autotools",1374927408036
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.0.201009101021,"org.eclipse.linuxtools.cdt.autotools.core",1374927408036
started,bundle,org.eclipse.linuxtools.systemtap.ui.dashboardextension,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.dashboardextension",1374927408036
started,bundle,org.eclipse.linuxtools.systemtap.ui.editor,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.editor",1374927408036
started,bundle,org.eclipse.linuxtools.systemtap.ui.graphicalrun,0.3.0.201009101021,"org.eclipse.linuxtools.systemtap.ui.graphicalrun",1374927408036
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1374927408036
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1374927408036
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1374927408036
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1374927408036
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1374927408036
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1374927408036
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1374927408036
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1374927408036
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1374927408036
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1374927408036
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1374927408036
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1374927408037
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1374927408037
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1374927408037
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1374927408038
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1374927408038
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1374927408038
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1374927408038
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1374927408038
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1374927408038
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1374927408038
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1374927408038
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1374927408038
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1374927408038
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1374927408047
os,sysinfo,,,"linux",1374927408061
arch,sysinfo,,,"x86",1374927408061
ws,sysinfo,,,"gtk",1374927408061
locale,sysinfo,,,"pl_PL",1374927408061
processors,sysinfo,,,"2",1374927408061
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1374927408061
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1374927408061
java.specification.name,sysinfo,,,"Java Platform API Specification",1374927408061
java.specification.vendor,sysinfo,,,"Oracle Corporation",1374927408061
java.specification.version,sysinfo,,,"1.7",1374927408061
java.vendor,sysinfo,,,"Oracle Corporation",1374927408061
java.version,sysinfo,,,"1.7.0_21",1374927408061
java.vm.info,sysinfo,,,"mixed mode",1374927408061
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1374927408061
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1374927408061
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1374927408061
java.vm.specification.version,sysinfo,,,"1.7",1374927408061
java.vm.vendor,sysinfo,,,"Oracle Corporation",1374927408061
java.vm.version,sysinfo,,,"23.21-b01",1374927408061
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1374927409334
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1374927409335
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1374927409396
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1374927409441
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1374927409644
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1374927418647
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1374927418837
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1374927420088
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1374927420458
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927427323
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927429200
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1374927439880
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1374927439979
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1374927440015
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1374927440542
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927441189
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1374927441874
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1374927441905
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374927441930
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1374927441943
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927441968
error,log,,,"Error logged from Debug Core: ",1374927443172
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1374927443299
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1374927443300
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1374927443300
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1374927452219
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927452398
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927452946
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374927453032
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.0.3.201009101021,"org.eclipse.linuxtools.cdt.libhover",1374927454211
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927457936
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1374927472952
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374927484654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374927485157
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927524189
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374927559092
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927564230
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374927598395
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374927600485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927603000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374927627922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927632503
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927648523
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374927654897
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927657736
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374927658044
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927658092
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927659524
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927662073
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927678671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927686542
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374927690432
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927692407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927694114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927727791
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927770377
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927777656
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1374927778077
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927784238
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374927790058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1374927793645
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927798802
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927800485
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927808991
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927835270
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927837698
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927848199
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927852140
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374927859642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927862397
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927862800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927862850
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374927864536
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927864567
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927874837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927915045
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927918210
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927923812
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927925442
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927927406
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374927930054
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374927931101
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927933598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927935126
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927944061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927978955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927983842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374927985505
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374927987054
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1374927992031
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928001331
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928002850
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928003600
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928005039
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928008612
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928010132
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928016005
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928019505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928024712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928026246
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928028815
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928036781
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928037705
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928041128
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928042678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928056876
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928123981
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928128471
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928170333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928192075
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928193814
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928198047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928203912
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928220397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928233262
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928240155
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928256173
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928260306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928264924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928266556
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928268680
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928275971
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928277612
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928279407
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928281117
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928288579
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1374928288988
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374928321261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928328514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374928351246
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928358413
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928365913
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928369078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928370920
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928381984
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374928392881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374928397126
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928397998
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928400287
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928402818
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928404662
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928409449
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928411948
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928413582
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928417100
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928418907
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928428821
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374928429113
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928429179
error,log,,,"Error logged from Debug Core: ",1374928429856
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928438138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928445462
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928446510
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374928447686
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928450983
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374928451240
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928451293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928452521
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374928456527
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374928457208
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374928459081
