what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374933362976
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933366287
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933367781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933373285
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1374933373469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933373508
error,log,,,"Error logged from Debug Core: ",1374933374121
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933380245
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933383061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933542606
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933670668
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374933672536
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374933806599
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1374933812765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374933814931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933816746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933818802
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374933825058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374933825971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933893954
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374933958782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374933972174
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374933974329
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374933996620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934009150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934042933
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1374934076033
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934096445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934099069
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.open.outline",1374934104250
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934104286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934104863
error,log,,,"Unable to get CElement for Macro",1374934105891
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934105942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934109419
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934151191
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934219262
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374934226258
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934246948
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934254808
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934289089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934291061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934313971
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934329202
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934342651
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934348985
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934350300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934352659
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934354747
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934389270
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374934390758
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374934393388
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1374934393888
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934398675
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934401725
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934404227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934407336
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934409301
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934420231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374934421445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374934425380
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934426103
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934426938
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934430383
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934432369
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934435559
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1374934435967
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934456973
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934460641
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934478867
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934481044
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934483096
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934485170
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934492877
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934500143
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934501532
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934503631
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934505586
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934515225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934526469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934584949
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934589816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934591939
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934593934
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934604727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934607310
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934611824
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934613722
error,log,,,"Unable to get CElement for Macro",1374934618280
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934618346
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934624366
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934627438
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934629185
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934630820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934632899
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934642813
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934645388
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934648297
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934652227
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934653665
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934674062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934675885
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934680266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934681767
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934683215
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934690004
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1374934695792
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374934700348
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374934702823
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934703332
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934704218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934708553
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934709973
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934712524
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934738862
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934773175
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934781434
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934782887
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934784642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934786111
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934876683
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934891060
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934892023
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934894613
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934902196
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934932869
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1374934938080
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934938939
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934945854
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374934959276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934962252
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934965240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934967250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934968667
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374934974812
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374934977433
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374934980200
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934982034
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374934983563
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1374934990322
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935021476
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1374935021901
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935023737
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935034304
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935055180
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935067692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935068753
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935072201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935076171
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935079887
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935084322
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935088188
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935090463
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935092206
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935093947
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935105220
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935111534
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935112450
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935113841
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935116935
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935118807
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935120896
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935126003
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935139801
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935148874
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935157208
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935163581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935170910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935172412
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935175874
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935178213
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935181553
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935182945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935185515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935187024
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1374935191676
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935198724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1374935201163
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1374935202460
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1374935204720
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935206744
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1374935208597
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1374935222734
